timestamp,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,dax,day,daz
31332.0,1.6277077669999998,0.4583628209999999,9.977677975999999,0.0036704274169440747,-0.04659505504049262,-0.2426635978802836,10.119959824188168,0.24712384127771558,0.0,0.0,0.0
31342.0,1.6444771384999999,0.4547343605,10.085453059499999,0.01592787475370025,0.006696828339902242,-0.16752019226491974,10.228756122473856,0.1684089057041205,0.01676937150000013,-0.0036284604999999304,0.10777508349999998
31352.0,1.6791926794999998,0.365003513,10.2219616275,0.0201917141163224,0.03893829561199349,-0.10863278330263106,10.36539507850382,0.1171536503579751,0.03471554099999996,-0.08973084749999999,0.13650856800000177
31362.0,1.673210623,0.366180311,10.329638644500001,0.012997466939601772,0.05519254693581668,-0.06013706470671662,10.470680796158,0.08265360207303847,-0.005982056499999944,0.001176797999999979,0.10767701700000032
31372.0,1.68282114,0.4404166515,10.407503445499998,-0.007520623746843566,0.06851639044554139,-0.006044075199656363,10.551871008700006,0.0691923867650666,0.00961051700000004,0.0742363405,0.07786480099999693
31382.0,1.676741017,0.540934814,10.515180462499998,-0.036564647829281205,0.0818402339552661,0.06483374572383337,10.661758347947542,0.11062645230375387,-0.006080123000000048,0.10051816250000001,0.10767701700000032
31392.0,1.673210623,0.6367457845,10.593045263499999,-0.06054721708093529,0.08903448113198674,0.14850308473518953,10.743262397314808,0.18342919751924688,-0.0035303939999999923,0.09581097049999998,0.07786480100000048
31402.0,1.6647769039999998,0.6642044045,10.6277608045,-0.07440338601251827,0.09169785357053008,0.25588795762264466,10.777845301762106,0.28182087760820446,-0.008433719000000117,0.02745861999999999,0.03471554100000063
31412.0,1.649282397,0.5600577815,10.7187665165,-0.07413635063696314,0.08077383778229758,0.36726963449716676,10.859362448086642,0.38328526684380937,-0.01549450699999988,-0.104146623,0.09100571200000118
31422.0,1.59063863,0.38775494099999996,10.777410283499998,-0.06880611510137245,0.05466022151395841,0.46559450323751933,10.901057635129249,0.47381458687580597,-0.05864376699999996,-0.1723028405,0.05864376699999774
31432.0,1.5858333715,0.145922952,10.7881975985,-0.06321058951947864,0.011760028499937791,0.5335419163469106,10.905107446254926,0.5374019477047447,-0.00480525850000002,-0.24183198899999997,0.01078731500000174
31442.0,1.626530969,0.0057859235,10.761817709999999,-0.06001314632982502,-0.029276152872952883,0.5737769915931359,10.884041386052171,0.5776492940713379,0.04069759750000013,-0.14013702849999998,-0.02637988850000106
31452.0,1.638495082,-0.040893730499999996,10.774958621,-0.06640803270913224,-0.04766145121346115,0.6113486944008178,10.898902316985625,0.616789159182986,0.011964112999999887,-0.046679653999999994,0.013140911000000699
31462.0,1.6552644534999998,-0.070804013,10.7785870815,-0.0909229273826446,-0.051658255200528164,0.6465223148162594,10.905175518658845,0.6549249251704863,0.016769371499999908,-0.029910282500000003,0.003628460499999875
31472.0,1.6444771384999999,-0.15102241,10.737889483999998,-0.12449782620325953,-0.05911953775280393,0.6710372094897719,10.864132887532678,0.6850443525738039,-0.010787314999999964,-0.080218397,-0.04069759750000124
